Stationscode;Datum;"Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";Luftqualitätsindex
DEHE005;"'19.01.2017 21:00'";25;2;76;mäßig
DEHE005;"'19.01.2017 22:00'";25;1;74;mäßig
DEHE005;"'19.01.2017 23:00'";25;2;72;mäßig
DEHE005;"'19.01.2017 24:00'";25;3;64;mäßig
DEHE005;"'20.01.2017 01:00'";25;3;64;mäßig
DEHE005;"'20.01.2017 02:00'";25;3;61;mäßig
DEHE005;"'20.01.2017 03:00'";25;2;60;mäßig
DEHE005;"'20.01.2017 04:00'";25;2;59;mäßig
DEHE005;"'20.01.2017 05:00'";25;2;57;mäßig
DEHE005;"'20.01.2017 06:00'";24;3;55;mäßig
DEHE005;"'20.01.2017 07:00'";24;0.9;62;mäßig
DEHE005;"'20.01.2017 08:00'";24;2;74;mäßig
DEHE005;"'20.01.2017 09:00'";24;2;76;mäßig
DEHE005;"'20.01.2017 10:00'";24;3;76;mäßig
DEHE005;"'20.01.2017 11:00'";24;8;65;mäßig
DEHE005;"'20.01.2017 12:00'";24;13;63;mäßig
DEHE005;"'20.01.2017 13:00'";23;22;52;mäßig
DEHE005;"'20.01.2017 14:00'";23;28;50;mäßig
DEHE005;"'20.01.2017 15:00'";23;31;49;mäßig
DEHE005;"'20.01.2017 16:00'";23;20;63;mäßig
DEHE005;"'20.01.2017 17:00'";23;6;84;mäßig
DEHE005;"'20.01.2017 18:00'";24;2;102;schlecht
DEHE005;"'20.01.2017 19:00'";25;2;124;schlecht
DEHE005;"'20.01.2017 20:00'";25;2;114;schlecht
DEHE005;"'20.01.2017 21:00'";25;1;93;mäßig
DEHE005;"'20.01.2017 22:00'";26;2;84;mäßig
DEHE005;"'20.01.2017 23:00'";26;2;78;mäßig
DEHE005;"'20.01.2017 24:00'";26;1;74;mäßig
DEHE005;"'21.01.2017 01:00'";27;2;69;mäßig
DEHE005;"'21.01.2017 02:00'";27;1;66;mäßig
DEHE005;"'21.01.2017 03:00'";27;1;64;mäßig
DEHE005;"'21.01.2017 04:00'";27;1;62;mäßig
DEHE005;"'21.01.2017 05:00'";27;1;62;mäßig
DEHE005;"'21.01.2017 06:00'";27;1;63;mäßig
DEHE005;"'21.01.2017 07:00'";27;2;63;mäßig
DEHE005;"'21.01.2017 08:00'";27;2;66;mäßig
DEHE005;"'21.01.2017 09:00'";28;2;65;mäßig
DEHE005;"'21.01.2017 10:00'";27;5;63;mäßig
DEHE005;"'21.01.2017 11:00'";27;8;62;mäßig
DEHE005;"'21.01.2017 12:00'";28;12;64;mäßig
DEHE005;"'21.01.2017 13:00'";27;18;59;mäßig
DEHE005;"'21.01.2017 14:00'";28;24;58;mäßig
DEHE005;"'21.01.2017 15:00'";29;29;56;mäßig
DEHE005;"'21.01.2017 16:00'";29;30;51;mäßig
DEHE005;"'21.01.2017 17:00'";28;25;59;mäßig
DEHE005;"'21.01.2017 18:00'";28;6;88;mäßig
DEHE005;"'21.01.2017 19:00'";29;2;99;mäßig
DEHE005;"'21.01.2017 20:00'";29;2;98;mäßig
DEHE005;"'21.01.2017 21:00'";30;2;100;mäßig
DEHE005;"'21.01.2017 22:00'";30;2;92;mäßig
DEHE005;"'21.01.2017 23:00'";30;2;94;mäßig
DEHE005;"'21.01.2017 24:00'";31;2;85;mäßig
DEHE005;"'22.01.2017 01:00'";32;2;82;mäßig
DEHE005;"'22.01.2017 02:00'";32;2;73;mäßig
DEHE005;"'22.01.2017 03:00'";33;2;72;mäßig
DEHE005;"'22.01.2017 04:00'";33;2;67;mäßig
DEHE005;"'22.01.2017 05:00'";34;2;62;mäßig
DEHE005;"'22.01.2017 06:00'";34;2;62;mäßig
DEHE005;"'22.01.2017 07:00'";35;2;60;mäßig
DEHE005;"'22.01.2017 08:00'";35;2;58;mäßig
DEHE005;"'22.01.2017 09:00'";35;2;58;mäßig
DEHE005;"'22.01.2017 10:00'";36;5;54;mäßig
DEHE005;"'22.01.2017 11:00'";36;10;50;mäßig
DEHE005;"'22.01.2017 12:00'";38;18;47;mäßig
DEHE005;"'22.01.2017 13:00'";40;32;42;mäßig
DEHE005;"'22.01.2017 14:00'";42;40;42;mäßig
DEHE005;"'22.01.2017 15:00'";44;41;46;mäßig
DEHE005;"'22.01.2017 16:00'";46;41;46;mäßig
DEHE005;"'22.01.2017 17:00'";48;30;59;mäßig
DEHE005;"'22.01.2017 18:00'";51;3;105;schlecht
DEHE005;"'22.01.2017 19:00'";52;2;116;schlecht
DEHE005;"'22.01.2017 20:00'";54;2;114;schlecht
DEHE005;"'22.01.2017 21:00'";56;2;108;schlecht
DEHE005;"'22.01.2017 22:00'";58;1;96;schlecht
DEHE005;"'22.01.2017 23:00'";60;0.6;95;schlecht
DEHE005;"'22.01.2017 24:00'";61;0.6;78;schlecht
DEHE005;"'23.01.2017 01:00'";63;0.6;73;schlecht
DEHE005;"'23.01.2017 02:00'";64;0.6;65;schlecht
DEHE005;"'23.01.2017 03:00'";65;0.6;59;schlecht
DEHE005;"'23.01.2017 04:00'";66;0.6;60;schlecht
DEHE005;"'23.01.2017 05:00'";68;0.6;59;schlecht
DEHE005;"'23.01.2017 06:00'";69;0.6;64;schlecht
DEHE005;"'23.01.2017 07:00'";70;0.6;72;schlecht
DEHE005;"'23.01.2017 08:00'";71;0.6;83;schlecht
DEHE005;"'23.01.2017 09:00'";73;1;98;schlecht
DEHE005;"'23.01.2017 10:00'";75;2;107;schlecht
DEHE005;"'23.01.2017 11:00'";77;2;104;schlecht
DEHE005;"'23.01.2017 12:00'";79;3;114;schlecht
DEHE005;"'23.01.2017 13:00'";81;4;117;schlecht
DEHE005;"'23.01.2017 14:00'";83;5;113;schlecht
DEHE005;"'23.01.2017 15:00'";84;4;90;schlecht
DEHE005;"'23.01.2017 16:00'";84;4;82;schlecht
DEHE005;"'23.01.2017 17:00'";84;3;76;schlecht
DEHE005;"'23.01.2017 18:00'";84;1;86;schlecht
DEHE005;"'23.01.2017 19:00'";84;1;84;schlecht
DEHE005;"'23.01.2017 20:00'";83;1;82;schlecht
DEHE005;"'23.01.2017 21:00'";82;2;76;schlecht
DEHE005;"'23.01.2017 22:00'";79;14;40;schlecht
DEHE005;"'23.01.2017 23:00'";77;15;37;schlecht
DEHE005;"'23.01.2017 24:00'";75;16;38;schlecht
DEHE005;"'24.01.2017 01:00'";74;2;61;schlecht
DEHE005;"'24.01.2017 02:00'";73;2;56;schlecht
DEHE005;"'24.01.2017 03:00'";72;3;52;schlecht
DEHE005;"'24.01.2017 04:00'";71;8;47;schlecht
DEHE005;"'24.01.2017 05:00'";71;5;50;schlecht
DEHE005;"'24.01.2017 06:00'";70;6;54;schlecht
DEHE005;"'24.01.2017 07:00'";69;2;59;schlecht
DEHE005;"'24.01.2017 08:00'";68;2;62;schlecht
DEHE005;"'24.01.2017 09:00'";67;2;66;schlecht
DEHE005;"'24.01.2017 10:00'";66;2;61;schlecht
DEHE005;"'24.01.2017 11:00'";64;3;52;schlecht
DEHE005;"'24.01.2017 12:00'";61;5;54;schlecht
DEHE005;"'24.01.2017 13:00'";58;5;52;schlecht
DEHE005;"'24.01.2017 14:00'";55;5;53;schlecht
DEHE005;"'24.01.2017 15:00'";53;3;61;schlecht
DEHE005;"'24.01.2017 16:00'";52;2;66;schlecht
DEHE005;"'24.01.2017 17:00'";50;0.6;68;mäßig
DEHE005;"'24.01.2017 18:00'";49;0.6;75;mäßig
DEHE005;"'24.01.2017 19:00'";48;0.6;76;mäßig
DEHE005;"'24.01.2017 20:00'";46;0.6;71;mäßig
DEHE005;"'24.01.2017 21:00'";45;0.6;70;mäßig
DEHE005;"'24.01.2017 22:00'";45;1;63;mäßig
DEHE005;"'24.01.2017 23:00'";45;12;47;mäßig
DEHE005;"'24.01.2017 24:00'";44;30;30;mäßig
DEHE005;"'25.01.2017 01:00'";42;30;31;mäßig
DEHE005;"'25.01.2017 02:00'";41;28;31;mäßig
DEHE005;"'25.01.2017 03:00'";40;31;27;mäßig
DEHE005;"'25.01.2017 04:00'";39;33;25;mäßig
DEHE005;"'25.01.2017 05:00'";38;29;31;mäßig
DEHE005;"'25.01.2017 06:00'";37;26;36;mäßig
DEHE005;"'25.01.2017 07:00'";35;30;35;gut
DEHE005;"'25.01.2017 08:00'";34;29;39;gut
DEHE005;"'25.01.2017 09:00'";33;23;47;mäßig
DEHE005;"'25.01.2017 10:00'";31;29;42;mäßig
DEHE005;"'25.01.2017 11:00'";30;25;46;mäßig
DEHE005;"'25.01.2017 12:00'";29;27;44;mäßig
DEHE005;"'25.01.2017 13:00'";28;30;41;mäßig
DEHE005;"'25.01.2017 14:00'";27;26;46;mäßig
DEHE005;"'25.01.2017 15:00'";26;26;46;mäßig
DEHE005;"'25.01.2017 16:00'";25;29;44;mäßig
DEHE005;"'25.01.2017 17:00'";24;26;48;mäßig
DEHE005;"'25.01.2017 18:00'";23;25;50;mäßig
DEHE005;"'25.01.2017 19:00'";22;29;44;mäßig
DEHE005;"'25.01.2017 20:00'";21;21;53;mäßig
DEHE005;"'25.01.2017 21:00'";21;20;54;mäßig
DEHE005;"'25.01.2017 22:00'";20;22;50;mäßig
DEHE005;"'25.01.2017 23:00'";20;27;41;mäßig
DEHE005;"'25.01.2017 24:00'";21;31;35;gut
DEHE005;"'26.01.2017 01:00'";21;33;33;gut
DEHE005;"'26.01.2017 02:00'";21;39;25;gut
DEHE005;"'26.01.2017 03:00'";21;38;26;gut
DEHE005;"'26.01.2017 04:00'";22;35;29;gut
DEHE005;"'26.01.2017 05:00'";22;38;27;gut
DEHE005;"'26.01.2017 06:00'";22;40;29;gut
DEHE005;"'26.01.2017 07:00'";22;32;37;gut
DEHE005;"'26.01.2017 08:00'";22;27;41;mäßig
DEHE005;"'26.01.2017 09:00'";23;24;44;mäßig
DEHE005;"'26.01.2017 10:00'";23;24;48;mäßig
DEHE005;"'26.01.2017 11:00'";24;29;45;mäßig
DEHE005;"'26.01.2017 12:00'";24;31;42;mäßig
DEHE005;"'26.01.2017 13:00'";24;35;39;gut
DEHE005;"'26.01.2017 14:00'";24;35;38;gut
DEHE005;"'26.01.2017 15:00'";24;30;46;mäßig
DEHE005;"'26.01.2017 16:00'";25;27;53;mäßig
DEHE005;"'26.01.2017 17:00'";25;22;59;mäßig
DEHE005;"'26.01.2017 18:00'";26;7;79;mäßig
DEHE005;"'26.01.2017 19:00'";26;1;88;mäßig
DEHE005;"'26.01.2017 20:00'";27;0.6;94;mäßig
DEHE005;"'26.01.2017 21:00'";28;0.6;88;mäßig
DEHE005;"'26.01.2017 22:00'";28;1;80;mäßig
DEHE005;"'26.01.2017 23:00'";29;2;72;mäßig
DEHE005;"'26.01.2017 24:00'";29;4;66;mäßig
DEHE005;"'27.01.2017 01:00'";29;9;59;mäßig
DEHE005;"'27.01.2017 02:00'";30;10;59;mäßig
DEHE005;"'27.01.2017 03:00'";30;6;63;mäßig
DEHE005;"'27.01.2017 04:00'";30;0.6;70;mäßig
DEHE005;"'27.01.2017 05:00'";31;4;69;mäßig
DEHE005;"'27.01.2017 06:00'";31;4;69;mäßig
DEHE005;"'27.01.2017 07:00'";31;1;79;mäßig
DEHE005;"'27.01.2017 08:00'";32;0.6;84;mäßig
DEHE005;"'27.01.2017 09:00'";32;1;91;mäßig
DEHE005;"'27.01.2017 10:00'";32;3;84;mäßig
DEHE005;"'27.01.2017 11:00'";33;7;76;mäßig
DEHE005;"'27.01.2017 12:00'";33;11;66;mäßig
DEHE005;"'27.01.2017 13:00'";34;12;67;mäßig
DEHE005;"'27.01.2017 14:00'";35;14;64;mäßig
DEHE005;"'27.01.2017 15:00'";35;13;65;mäßig
DEHE005;"'27.01.2017 16:00'";36;12;64;mäßig
DEHE005;"'27.01.2017 17:00'";36;8;72;mäßig
DEHE005;"'27.01.2017 18:00'";36;2;84;mäßig
DEHE005;"'27.01.2017 19:00'";36;2;91;mäßig
DEHE005;"'27.01.2017 20:00'";37;2;96;mäßig
DEHE005;"'27.01.2017 21:00'";37;1;95;mäßig
DEHE005;"'27.01.2017 22:00'";37;1;94;mäßig
DEHE005;"'27.01.2017 23:00'";37;2;81;mäßig
DEHE005;"'27.01.2017 24:00'";38;2;87;mäßig
DEHE005;"'28.01.2017 01:00'";38;2;73;mäßig
DEHE005;"'28.01.2017 02:00'";39;2;65;mäßig
DEHE005;"'28.01.2017 03:00'";39;2;60;mäßig
DEHE005;"'28.01.2017 04:00'";40;2;59;mäßig
DEHE005;"'28.01.2017 05:00'";41;1;58;mäßig
DEHE005;"'28.01.2017 06:00'";42;2;58;mäßig
DEHE005;"'28.01.2017 07:00'";43;1;61;mäßig
DEHE005;"'28.01.2017 08:00'";43;2;65;mäßig
DEHE005;"'28.01.2017 09:00'";43;2;74;mäßig
DEHE005;"'28.01.2017 10:00'";44;2;78;mäßig
DEHE005;"'28.01.2017 11:00'";44;4;77;mäßig
DEHE005;"'28.01.2017 12:00'";45;8;71;mäßig
DEHE005;"'28.01.2017 13:00'";46;10;78;mäßig
DEHE005;"'28.01.2017 14:00'";46;8;83;mäßig
DEHE005;"'28.01.2017 15:00'";46;9;83;mäßig
DEHE005;"'28.01.2017 16:00'";47;5;85;mäßig
DEHE005;"'28.01.2017 17:00'";48;2;83;mäßig
DEHE005;"'28.01.2017 18:00'";48;0.6;91;mäßig
DEHE005;"'28.01.2017 19:00'";49;0.6;102;schlecht
DEHE005;"'28.01.2017 20:00'";50;1;100;mäßig
DEHE005;"'28.01.2017 21:00'";51;1;100;schlecht
DEHE005;"'28.01.2017 22:00'";52;0.6;97;schlecht
DEHE005;"'28.01.2017 23:00'";54;0.6;75;schlecht
DEHE005;"'28.01.2017 24:00'";56;0.6;78;schlecht
DEHE005;"'29.01.2017 01:00'";58;0.6;84;schlecht
DEHE005;"'29.01.2017 02:00'";59;0.6;79;schlecht
DEHE005;"'29.01.2017 03:00'";60;1;70;schlecht
DEHE005;"'29.01.2017 04:00'";61;0.9;64;schlecht
DEHE005;"'29.01.2017 05:00'";63;1;68;schlecht
DEHE005;"'29.01.2017 06:00'";63;0.6;69;schlecht
DEHE005;"'29.01.2017 07:00'";64;0.6;70;schlecht
DEHE005;"'29.01.2017 08:00'";65;0.6;75;schlecht
DEHE005;"'29.01.2017 09:00'";66;2;76;schlecht
DEHE005;"'29.01.2017 10:00'";68;2;72;schlecht
DEHE005;"'29.01.2017 11:00'";69;3;74;schlecht
DEHE005;"'29.01.2017 12:00'";70;3;80;schlecht
DEHE005;"'29.01.2017 13:00'";71;3;83;schlecht
DEHE005;"'29.01.2017 14:00'";72;4;78;schlecht
DEHE005;"'29.01.2017 15:00'";73;4;76;schlecht
DEHE005;"'29.01.2017 16:00'";75;3;77;schlecht
DEHE005;"'29.01.2017 17:00'";76;3;79;schlecht
DEHE005;"'29.01.2017 18:00'";78;2;85;schlecht
DEHE005;"'29.01.2017 19:00'";79;2;105;schlecht
DEHE005;"'29.01.2017 20:00'";80;2;93;schlecht
DEHE005;"'29.01.2017 21:00'";81;2;91;schlecht
DEHE005;"'29.01.2017 22:00'";81;2;91;schlecht
DEHE005;"'29.01.2017 23:00'";82;2;89;schlecht
DEHE005;"'29.01.2017 24:00'";82;2;73;schlecht
DEHE005;"'30.01.2017 01:00'";82;2;67;schlecht
DEHE005;"'30.01.2017 02:00'";82;1;62;schlecht
DEHE005;"'30.01.2017 03:00'";81;2;55;schlecht
DEHE005;"'30.01.2017 04:00'";81;2;48;schlecht
DEHE005;"'30.01.2017 05:00'";81;2;54;schlecht
DEHE005;"'30.01.2017 06:00'";81;2;63;schlecht
DEHE005;"'30.01.2017 07:00'";81;2;71;schlecht
DEHE005;"'30.01.2017 08:00'";81;2;78;schlecht
DEHE005;"'30.01.2017 09:00'";80;2;77;schlecht
DEHE005;"'30.01.2017 10:00'";79;2;76;schlecht
DEHE005;"'30.01.2017 11:00'";78;2;77;schlecht
DEHE005;"'30.01.2017 12:00'";76;3;77;schlecht
DEHE005;"'30.01.2017 13:00'";74;3;76;schlecht
DEHE005;"'30.01.2017 14:00'";72;3;80;schlecht
DEHE005;"'30.01.2017 15:00'";69;2;79;schlecht
DEHE005;"'30.01.2017 16:00'";66;2;81;schlecht
DEHE005;"'30.01.2017 17:00'";64;2;86;schlecht
DEHE005;"'30.01.2017 18:00'";61;4;71;schlecht
DEHE005;"'30.01.2017 19:00'";58;2;77;schlecht
DEHE005;"'30.01.2017 20:00'";55;5;62;schlecht
DEHE005;"'30.01.2017 21:00'";52;3;63;schlecht
DEHE005;"'30.01.2017 22:00'";49;2;66;mäßig
DEHE005;"'30.01.2017 23:00'";46;2;61;mäßig
DEHE005;"'30.01.2017 24:00'";43;2;52;mäßig
DEHE005;"'31.01.2017 01:00'";41;7;45;mäßig
DEHE005;"'31.01.2017 02:00'";38;24;32;mäßig
DEHE005;"'31.01.2017 03:00'";36;39;17;mäßig
DEHE005;"'31.01.2017 04:00'";33;42;15;gut
DEHE005;"'31.01.2017 05:00'";30;37;20;gut
DEHE005;"'31.01.2017 06:00'";28;31;28;gut
DEHE005;"'31.01.2017 07:00'";26;32;29;gut
DEHE005;"'31.01.2017 08:00'";24;25;42;mäßig
DEHE005;"'31.01.2017 09:00'";22;25;41;mäßig
DEHE005;"'31.01.2017 10:00'";21;23;38;gut
DEHE005;"'31.01.2017 11:00'";19;23;37;gut
DEHE005;"'31.01.2017 12:00'";18;34;25;gut
DEHE005;"'31.01.2017 13:00'";17;31;29;gut
DEHE005;"'31.01.2017 14:00'";16;28;34;gut
DEHE005;"'31.01.2017 15:00'";16;25;38;gut
DEHE005;"'31.01.2017 16:00'";15;26;38;gut
DEHE005;"'31.01.2017 17:00'";14;24;43;mäßig
DEHE005;"'31.01.2017 18:00'";14;10;65;mäßig
DEHE005;"'31.01.2017 19:00'";14;8;67;mäßig
DEHE005;"'31.01.2017 20:00'";14;18;45;mäßig
DEHE005;"'31.01.2017 21:00'";14;8;53;mäßig
DEHE005;"'31.01.2017 22:00'";13;10;48;mäßig
DEHE005;"'31.01.2017 23:00'";13;7;51;mäßig
DEHE005;"'31.01.2017 24:00'";13;5;53;mäßig
DEHE005;"'01.02.2017 01:00'";13;4;48;mäßig
DEHE005;"'01.02.2017 02:00'";14;12;38;gut
DEHE005;"'01.02.2017 03:00'";14;17;30;gut
DEHE005;"'01.02.2017 04:00'";14;20;28;gut
DEHE005;"'01.02.2017 05:00'";14;18;28;gut
DEHE005;"'01.02.2017 06:00'";14;12;36;gut
DEHE005;"'01.02.2017 07:00'";14;10;41;mäßig
DEHE005;"'01.02.2017 08:00'";14;3;53;mäßig
DEHE005;"'01.02.2017 09:00'";14;2;53;mäßig
DEHE005;"'01.02.2017 10:00'";14;10;40;gut
DEHE005;"'01.02.2017 11:00'";15;18;35;gut
DEHE005;"'01.02.2017 12:00'";15;27;30;gut
DEHE005;"'01.02.2017 13:00'";15;37;31;gut
DEHE005;"'01.02.2017 14:00'";15;39;30;gut
DEHE005;"'01.02.2017 15:00'";15;33;38;gut
DEHE005;"'01.02.2017 16:00'";15;23;50;mäßig
DEHE005;"'01.02.2017 17:00'";16;23;49;mäßig
DEHE005;"'01.02.2017 18:00'";16;10;69;mäßig
DEHE005;"'01.02.2017 19:00'";16;6;68;mäßig
DEHE005;"'01.02.2017 20:00'";16;8;62;mäßig
DEHE005;"'01.02.2017 21:00'";16;4;66;mäßig
DEHE005;"'01.02.2017 22:00'";17;2;66;mäßig
DEHE005;"'01.02.2017 23:00'";17;4;61;mäßig
DEHE005;"'01.02.2017 24:00'";17;5;54;mäßig
DEHE005;"'02.02.2017 01:00'";17;6;52;mäßig
DEHE005;"'02.02.2017 02:00'";18;6;47;mäßig
DEHE005;"'02.02.2017 03:00'";19;6;43;mäßig
DEHE005;"'02.02.2017 04:00'";20;2;44;mäßig
DEHE005;"'02.02.2017 05:00'";21;1;43;mäßig
DEHE005;"'02.02.2017 06:00'";22;1;43;mäßig
DEHE005;"'02.02.2017 07:00'";23;0.6;47;mäßig
DEHE005;"'02.02.2017 08:00'";24;0.6;54;mäßig
DEHE005;"'02.02.2017 09:00'";25;0.6;63;mäßig
DEHE005;"'02.02.2017 10:00'";26;1;62;mäßig
DEHE005;"'02.02.2017 11:00'";27;2;63;mäßig
DEHE005;"'02.02.2017 12:00'";28;3;59;mäßig
DEHE005;"'02.02.2017 13:00'";29;4;55;mäßig
DEHE005;"'02.02.2017 14:00'";30;4;54;mäßig
DEHE005;"'02.02.2017 15:00'";31;3;55;mäßig
DEHE005;"'02.02.2017 16:00'";32;3;53;mäßig
DEHE005;"'02.02.2017 17:00'";33;2;61;mäßig
DEHE005;"'02.02.2017 18:00'";33;1;60;mäßig
DEHE005;"'02.02.2017 19:00'";34;0.6;59;mäßig
DEHE005;"'02.02.2017 20:00'";33;0.6;55;mäßig
DEHE005;"'02.02.2017 21:00'";34;0.6;54;mäßig
DEHE005;"'02.02.2017 22:00'";34;0.6;50;mäßig
DEHE005;"'02.02.2017 23:00'";34;0.6;47;mäßig
DEHE005;"'02.02.2017 24:00'";34;0.6;45;mäßig
DEHE005;"'03.02.2017 01:00'";34;0.9;47;mäßig
DEHE005;"'03.02.2017 02:00'";34;0.9;43;mäßig
DEHE005;"'03.02.2017 03:00'";34;0.9;38;gut
DEHE005;"'03.02.2017 04:00'";34;0.9;34;gut
DEHE005;"'03.02.2017 05:00'";33;0.9;36;gut
DEHE005;"'03.02.2017 06:00'";32;1;43;mäßig
DEHE005;"'03.02.2017 07:00'";32;2;53;mäßig
DEHE005;"'03.02.2017 08:00'";32;2;69;mäßig
DEHE005;"'03.02.2017 09:00'";31;2;81;mäßig
DEHE005;"'03.02.2017 10:00'";31;2;68;mäßig
DEHE005;"'03.02.2017 11:00'";30;3;62;mäßig
DEHE005;"'03.02.2017 12:00'";30;3;67;mäßig
DEHE005;"'03.02.2017 13:00'";29;4;68;mäßig
DEHE005;"'03.02.2017 14:00'";29;6;70;mäßig
DEHE005;"'03.02.2017 15:00'";28;11;67;mäßig
DEHE005;"'03.02.2017 16:00'";26;23;59;mäßig
DEHE005;"'03.02.2017 17:00'";25;30;51;mäßig
DEHE005;"'03.02.2017 18:00'";24;29;55;mäßig
DEHE005;"'03.02.2017 19:00'";23;5;87;mäßig
DEHE005;"'03.02.2017 20:00'";22;2;100;mäßig
DEHE005;"'03.02.2017 21:00'";22;2;106;schlecht
DEHE005;"'03.02.2017 22:00'";22;2;76;mäßig
DEHE005;"'03.02.2017 23:00'";22;2;77;mäßig
DEHE005;"'03.02.2017 24:00'";21;2;75;mäßig
DEHE005;"'04.02.2017 01:00'";21;2;70;mäßig
DEHE005;"'04.02.2017 02:00'";20;13;52;mäßig
DEHE005;"'04.02.2017 03:00'";19;34;32;gut
DEHE005;"'04.02.2017 04:00'";19;42;27;gut
DEHE005;"'04.02.2017 05:00'";18;34;31;gut
DEHE005;"'04.02.2017 06:00'";18;23;45;mäßig
DEHE005;"'04.02.2017 07:00'";18;12;61;mäßig
DEHE005;"'04.02.2017 08:00'";17;2;76;mäßig
DEHE005;"'04.02.2017 09:00'";16;2;70;mäßig
DEHE005;"'04.02.2017 10:00'";15;5;69;mäßig
DEHE005;"'04.02.2017 11:00'";14;9;70;mäßig
DEHE005;"'04.02.2017 12:00'";13;11;73;mäßig
DEHE005;"'04.02.2017 13:00'";12;30;48;mäßig
DEHE005;"'04.02.2017 14:00'";11;29;50;mäßig
DEHE005;"'04.02.2017 15:00'";11;26;57;mäßig
DEHE005;"'04.02.2017 16:00'";11;14;69;mäßig
DEHE005;"'04.02.2017 17:00'";12;13;61;mäßig
DEHE005;"'04.02.2017 18:00'";12;8;67;mäßig
DEHE005;"'04.02.2017 19:00'";13;3;72;mäßig
DEHE005;"'04.02.2017 20:00'";14;1;74;mäßig
DEHE005;"'04.02.2017 21:00'";14;5;69;mäßig
DEHE005;"'04.02.2017 22:00'";14;5;68;mäßig
DEHE005;"'04.02.2017 23:00'";14;15;51;mäßig
DEHE005;"'04.02.2017 24:00'";15;11;50;mäßig
DEHE005;"'05.02.2017 01:00'";15;26;35;gut
DEHE005;"'05.02.2017 02:00'";15;34;23;gut
DEHE005;"'05.02.2017 03:00'";15;38;21;gut
DEHE005;"'05.02.2017 04:00'";14;39;25;gut
DEHE005;"'05.02.2017 05:00'";14;46;21;gut
DEHE005;"'05.02.2017 06:00'";14;44;26;gut
DEHE005;"'05.02.2017 07:00'";13;41;29;gut
DEHE005;"'05.02.2017 08:00'";13;26;40;gut
DEHE005;"'05.02.2017 09:00'";13;14;48;mäßig
DEHE005;"'05.02.2017 10:00'";13;25;40;gut
DEHE005;"'05.02.2017 11:00'";13;34;38;gut
DEHE005;"'05.02.2017 12:00'";13;36;40;gut
DEHE005;"'05.02.2017 13:00'";13;34;41;mäßig
DEHE005;"'05.02.2017 14:00'";13;42;33;gut
DEHE005;"'05.02.2017 15:00'";13;51;30;gut
DEHE005;"'05.02.2017 16:00'";13;37;40;gut
DEHE005;"'05.02.2017 17:00'";12;32;46;mäßig
DEHE005;"'05.02.2017 18:00'";12;33;48;mäßig
DEHE005;"'05.02.2017 19:00'";11;20;64;mäßig
DEHE005;"'05.02.2017 20:00'";10;21;56;mäßig
DEHE005;"'05.02.2017 21:00'";9;26;46;mäßig
DEHE005;"'05.02.2017 22:00'";9;29;42;mäßig
DEHE005;"'05.02.2017 23:00'";8;16;56;mäßig
DEHE005;"'05.02.2017 24:00'";7;14;58;mäßig
DEHE005;"'06.02.2017 01:00'";7;10;57;mäßig
DEHE005;"'06.02.2017 02:00'";7;11;45;mäßig
DEHE005;"'06.02.2017 03:00'";8;26;27;gut
DEHE005;"'06.02.2017 04:00'";8;29;25;gut
DEHE005;"'06.02.2017 05:00'";8;24;30;gut
DEHE005;"'06.02.2017 06:00'";9;30;28;gut
DEHE005;"'06.02.2017 07:00'";9;7;59;mäßig
DEHE005;"'06.02.2017 08:00'";10;0.6;67;mäßig
DEHE005;"'06.02.2017 09:00'";11;0.6;79;mäßig
DEHE005;"'06.02.2017 10:00'";11;1;82;mäßig
DEHE005;"'06.02.2017 11:00'";12;2;80;mäßig
DEHE005;"'06.02.2017 12:00'";13;7;63;mäßig
DEHE005;"'06.02.2017 13:00'";13;22;43;mäßig
DEHE005;"'06.02.2017 14:00'";13;25;39;gut
DEHE005;"'06.02.2017 15:00'";14;24;41;mäßig
DEHE005;"'06.02.2017 16:00'";14;23;47;mäßig
DEHE005;"'06.02.2017 17:00'";15;13;58;mäßig
DEHE005;"'06.02.2017 18:00'";16;3;69;mäßig
DEHE005;"'06.02.2017 19:00'";16;0.6;77;mäßig
DEHE005;"'06.02.2017 20:00'";17;0.9;77;mäßig
DEHE005;"'06.02.2017 21:00'";18;0.6;68;mäßig
DEHE005;"'06.02.2017 22:00'";19;0.6;59;mäßig
DEHE005;"'06.02.2017 23:00'";19;0.6;64;mäßig
DEHE005;"'06.02.2017 24:00'";20;0.6;62;mäßig
DEHE005;"'07.02.2017 01:00'";22;0.6;55;mäßig
DEHE005;"'07.02.2017 02:00'";22;0.6;49;mäßig
DEHE005;"'07.02.2017 03:00'";23;0.6;40;gut
DEHE005;"'07.02.2017 04:00'";24;0.6;36;gut
DEHE005;"'07.02.2017 05:00'";24;0.6;35;gut
DEHE005;"'07.02.2017 06:00'";25;0.6;37;gut
DEHE005;"'07.02.2017 07:00'";26;0.6;41;mäßig
DEHE005;"'07.02.2017 08:00'";26;0.6;43;mäßig
DEHE005;"'07.02.2017 09:00'";26;1;46;mäßig
DEHE005;"'07.02.2017 10:00'";27;2;46;mäßig
DEHE005;"'07.02.2017 11:00'";27;3;42;mäßig
